date,mean_percent,median_percent,max_amount,count
2020-01-01,18.60385368920411,20.0,228.09,71377
2020-01-02,18.19797602969631,19.993932038834956,333.5,55532
2020-01-03,18.140498621883594,19.996999699969997,68.57,59856
2020-01-04,18.236783518950176,19.999999999999996,115.28,69774
2020-01-05,18.167907220659632,19.999999999999996,142.0,72742
2020-01-06,18.21636018494931,19.99348746336698,156.0,61801
2020-01-07,18.283560379937118,19.999999999999996,100.0,65507
2020-01-08,18.300464452630614,19.999999999999996,60.0,67502
2020-01-09,18.345242298604486,19.993932038834956,100.28,65186
2020-01-10,18.155215714989684,19.99348746336698,120.0,64706
2020-01-11,18.152167974306884,19.999999999999996,200.0,73804
2020-01-12,18.236884637636894,19.999999999999996,199.93,78054
2020-01-13,18.332208927733674,19.993932038834956,100.0,67608
2020-01-14,18.39849891818214,19.999999999999996,78.15,65925
2020-01-15,18.408101910297823,19.999999999999996,60.0,66933
2020-01-16,18.272796162823994,19.993932038834956,100.0,69038
2020-01-17,18.234786290454466,19.99348746336698,95.0,67222
2020-01-18,18.374129817791566,20.0,202.0,67284
2020-01-19,18.259639485400484,20.0,88.8,76624
2020-01-20,18.417367539854155,19.999999999999996,150.0,69504
2020-01-21,18.34388040428631,19.993692841374962,91.38,63771
2020-01-22,18.428848609339234,19.999999999999996,80.0,64435
2020-01-23,18.383129919948324,19.993932038834956,84.94,67423
2020-01-24,18.228303558664262,19.993932038834956,137.15,65372
2020-01-25,18.178096692758988,20.0,135.43,73281
2020-01-26,18.10865517136127,19.999999999999996,113.5,77599
2020-01-27,18.272614664374455,19.99348746336698,140.38,63831
2020-01-28,18.494117186681972,19.999999999999996,433.37,65635
2020-01-29,18.362408968046882,19.999999999999996,151.4,65830
2020-01-30,18.421093386922777,19.997169544296632,200.0,68956
2020-01-31,18.15628159570703,19.99348746336698,100.0,61509
2020-02-01,18.12288474603466,19.999999999999996,80.0,73877
2020-02-02,18.02507942329514,19.999999999999996,56.67,87425
2020-02-03,18.268986879422798,19.99348746336698,222.0,65127
2020-02-04,18.41439319671506,19.999999999999996,166.0,63682
2020-02-05,18.356499373543976,19.999999999999996,76.0,66747
2020-02-06,18.360063176988643,19.993932038834956,100.0,63517
2020-02-07,18.216255270923394,19.99348746336698,129.99,62715
2020-02-08,18.17070612521479,19.999999999999996,100.0,70274
2020-02-09,18.199056129544076,19.999999999999996,98.46,75269
2020-02-10,18.220899329326247,19.99348746336698,71.5,58330
2020-02-11,18.36108493153214,19.999999999999996,62.0,60279
2020-02-12,18.347748182138012,19.999999999999996,100.8,67935
2020-02-13,18.291954773503267,19.993932038834956,106.64,64978
2020-02-14,18.1787899239198,19.99348746336698,430.0,63230
2020-02-15,18.19957211347646,20.0,80.0,63659
2020-02-16,18.2387218944788,20.0,99.0,66386
2020-02-17,18.328651247202206,19.999999999999996,120.21,66018
2020-02-18,18.271038171178322,19.99348746336698,120.0,60167
2020-02-19,18.397441975153416,19.999999999999996,68.12,64779
