date,mean_percent,median_percent,max_amount,count
2021-01-01,19.071003748588268,20.0,40.0,12027
2021-01-02,19.070208456021014,20.0,109.15,14990
2021-01-03,18.908838624289324,20.0,75.0,13943
2021-01-04,18.79053918088661,20.0,333.0,18754
2021-01-05,18.709998399483137,20.0,44.0,18727
2021-01-06,19.034559018712383,20.0,100.0,19953
2021-01-07,18.674287357576898,20.0,70.0,19535
2021-01-08,18.841470376702325,20.0,100.0,20504
2021-01-09,19.070642544530905,20.0,230.0,19547
2021-01-10,18.775582497625788,20.0,85.0,15927
2021-01-11,18.783667666536964,20.0,70.07,18857
2021-01-12,18.782579031759656,20.0,88.0,18855
2021-01-13,18.85568308519767,20.0,100.0,20327
2021-01-14,18.82198058742986,20.0,50.0,20777
2021-01-15,18.82647083826551,20.0,50.0,19673
2021-01-16,18.881070504561418,20.0,36.73,19152
2021-01-17,18.90188548297029,20.0,60.0,16920
2021-01-18,18.776519577943773,20.0,90.0,18085
2021-01-19,18.925107009211633,20.0,200.8,19105
2021-01-20,18.701691112812917,20.0,99.0,20660
2021-01-21,18.68066080408909,20.0,51.3,19227
2021-01-22,19.03335936764771,20.0,80.0,21064
2021-01-23,18.823127133083865,20.0,100.0,19999
2021-01-24,18.675808219714458,20.0,55.0,16712
2021-01-25,18.784223688743378,20.0,50.05,18563
2021-01-26,18.830418013197992,20.0,250.0,18652
2021-01-27,18.86134029624956,20.0,100.0,19595
2021-01-28,18.873448668090877,20.0,66.0,20027
2021-01-29,18.856846603971785,20.0,69.5,19521
2021-01-30,18.930363323474378,20.0,199.12,18378
2021-01-31,19.0937685043822,20.0,108.5,16143
2021-02-01,20.745684162237513,20.0,40.0,2084
2021-02-02,18.66445710281338,20.0,106.42,13964
2021-02-03,18.605781003560168,20.0,78.0,15490
2021-02-04,18.566389662576917,20.0,64.44,13486
2021-02-05,18.63914762437301,20.0,85.0,16568
2021-02-06,18.843189721077707,20.0,63.25,20789
2021-02-07,19.097334578893587,20.0,100.0,15922
2021-02-08,18.622444246487664,20.0,116.94,17691
2021-02-09,18.679577218506786,20.0,64.23,17301
2021-02-10,18.69886115377224,20.0,44.01,16834
2021-02-11,18.73527840572605,20.0,53.4,18754
2021-02-12,18.88799161386074,20.0,60.0,20235
2021-02-13,19.02677782554235,20.0,50.04,20792
2021-02-14,18.7282079940401,20.0,55.0,18828
2021-02-15,18.769204549747183,20.0,81.54,19633
2021-02-16,18.595375209896098,20.0,72.0,18583
2021-02-17,18.78435889001905,20.0,70.0,18489
2021-02-18,18.971023978453164,20.0,70.0,16176
2021-02-19,18.87807915464488,20.0,40.8,23745
2021-02-20,18.955100352466392,20.0,95.0,24263
2021-02-21,18.727895426097334,20.0,52.0,19088
2021-02-22,18.700086730830762,20.0,70.07,18074
2021-02-23,18.76416052563159,20.0,100.0,19101
2021-02-24,18.823088596807896,20.0,99.99,19448
2021-02-25,18.87641040950322,20.0,80.0,19091
