date,mean_percent,median_percent,max_amount,count
2019-01-01,18.935551650644236,20.0,100.0,78628
2019-01-02,18.41360964376152,19.996584699453553,70.0,67585
2019-01-03,18.417630401529152,19.996584699453553,90.0,70807
2019-01-04,18.472432107407673,19.99682841738027,80.08,72212
2019-01-05,18.780937315049474,20.0,98.88,83070
2019-01-06,18.752771531959112,19.999999999999996,333.33,88259
2019-01-07,18.58817235767995,19.996584699453553,110.0,76871
2019-01-08,18.575275054759764,19.99682841738027,140.0,73719
2019-01-09,18.612752679001712,19.996584699453553,208.0,77332
2019-01-10,18.688824919245196,19.99682841738027,163.33,78954
2019-01-11,18.60633485891278,19.996584699453553,222.22,77322
2019-01-12,18.782268807025748,20.0,120.0,86279
2019-01-13,18.83616289914248,20.0,91.48,94637
2019-01-14,18.686962806327028,19.996584699453553,83.0,76850
2019-01-15,18.71098583011106,19.99682841738027,75.0,79366
2019-01-16,18.6789935849309,19.996584699453553,128.94,81085
2019-01-17,18.661530334960265,19.996584699453553,150.0,78751
2019-01-18,18.68299766162453,19.996584699453553,120.0,79460
2019-01-19,18.891636958585238,20.0,300.0,79543
2019-01-20,18.996237281538438,20.0,125.0,89853
2019-01-21,19.26624170725447,20.0,110.0,83809
2019-01-22,18.64242810165782,19.996584699453553,260.0,75567
2019-01-23,18.642912122036233,19.99682841738027,100.0,73083
2019-01-24,18.748926422780254,19.99682841738027,444.8,73324
2019-01-25,18.577370221313725,19.996584699453553,150.0,77001
2019-01-26,18.84846640342763,20.0,200.0,82865
2019-01-27,18.75061907125854,19.999999999999996,197.0,88293
2019-01-28,18.646541854187134,19.996584699453553,150.0,78627
2019-01-29,18.670081073307035,19.999999999999996,94.91,72171
2019-01-30,18.847533393194084,20.0,71.5,77965
2019-01-31,18.893567334078192,19.999999999999996,85.0,77799
2019-02-01,18.57120430203669,19.996584699453553,270.0,74741
2019-02-02,17.980187186965978,19.99518768046199,80.0,84595
2019-02-03,17.691563497735707,19.979079497907954,200.0,96702
2019-02-04,17.63059100892186,19.980347199475922,262.0,79170
2019-02-05,17.64662001384122,19.993662864385296,63.0,77592
2019-02-06,17.690685277712262,19.99385749385749,157.0,74301
2019-02-07,17.726100025292098,19.993761696818467,100.0,75930
2019-02-08,17.581780834503665,19.9836867862969,87.0,73261
2019-02-09,17.718798805693698,19.99437570303712,95.47,81349
2019-02-10,17.76697323579503,19.99385749385749,124.0,88834
2019-02-11,17.692882595193097,19.993560849967803,104.0,76857
2019-02-12,17.925091033021673,19.995355318160705,99.0,71467
2019-02-13,17.799315684774612,19.994675186368475,77.77,75461
2019-02-14,17.53622803436917,19.981916817359856,70.77,68940
2019-02-15,17.543860934496305,19.9816961561928,85.0,69621
